Name;Vorname;PLZ;Straße;Hausnummer;Ort;n;VK ohne Ust;VK mit Ust;VK Gesamt;Stückpreis mit Ust;Stückpreis ohne Ust;Ust. % Satz;ZS Produkt;Zs ohne Ust;Gesamt Ust. Betrag;Betrag;Bestelldatum;Lieferdatum;KundenNr
Kadi;Dorothee;69502;Magnusstraße;25;Hemsbach (Bergstraße);1;2,00 €;2,38 €;2,38 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;4,37 €;18.01.2019;20.01.2019;000383
Laasch;Elias;71157;Heidemühler Weg;25;Hildrizhausen;1;2,00 €;2,38 €;2,38 €;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;42,37 €;19.01.2019;21.01.2019;000384
Ebach;Lina;71144;Freystadter Weg;47;Steinenbronn;1;1,24 €;1,48 €;1,48 €;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;91,47 €;20.01.2019;22.01.2019;000385
Jablonka;Tom;72218;Richard-Willstätter-Straße;15;Wildberg (Schwarzwald);1; -   € ; -   € ; -   € ;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;89,99 €;21.01.2019;23.01.2019;000386
Haberkamp;Ute;69514;Ekkehardstraße;25;Laudenbach (Bergstraße);1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;22.01.2019;24.01.2019;000387
Dämmer;Jen;69429;Hauptweg;1;Waldbrunn (Odenwald);2; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;65,98 €;55,45 €;10,53 €;65,98 €;23.01.2019;25.01.2019;000388
Pacini;Ibrahim;72813;Felsenfest;26;Sankt Johann (Württemberg);1;3,99 €;4,75 €;4,75 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;54,74 €;24.01.2019;26.01.2019;000389
Iger;Remigius;72147;Vogelbeerstraße;25;Nehren (Württemberg);1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;25.01.2019;27.01.2019;000390
Oberlerchner;Mathilda;72417;Glienicker Weg;9;Jungingen;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;26.01.2019;28.01.2019;000391
Padua;Jarne;72361;Bahnhofstraße;84;Hausen am Tann;1; -   € ; -   € ; -   € ;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;16,99 €;27.01.2019;29.01.2019;000392
Iberer;Yvonne;71254;Hoffmannstraße;23;Ditzingen;1; -   € ; -   € ; -   € ;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;119,99 €;28.01.2019;30.01.2019;000393
Gaberle;Joel;72355;Forsthausallee;6;Schömberg (Zollernalbkreis);2; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;7,98 €;6,71 €;1,27 €;7,98 €;29.01.2019;31.01.2019;000394
Kaczorowski;Caroline;69250;Ernst-Lau-Straße;2;Schönau (Odenwald);1; -   € ; -   € ; -   € ;4,69 €;3,94 €;19%;4,69 €;3,94 €;0,75 €;4,69 €;30.01.2019;01.02.2019;000395
Quadri;Levi;72514;Neltestraße;61;Inzigkofen;2;2,99 €;3,56 €;3,56 €;49,99 €;42,01 €;19%;99,98 €;84,02 €;15,96 €;103,54 €;31.01.2019;02.02.2019;000396
Dabernig;Gabi;68535;Chris-Gueffroy-Allee;84;Edingen-Neckarhausen;1;1,00 €;1,19 €;1,19 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;3,18 €;01.02.2019;03.02.2019;000397
Labusch;Adrian;71573;Hauptweg;48;Allmersbach im Tal;1;1,50 €;1,79 €;1,79 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;3,78 €;02.02.2019;04.02.2019;000398
Baci;Bela;72365;Altheider Straße;6;Ratshausen;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;03.02.2019;05.02.2019;000399
Jähnel;Anna;72584;Hoffmannstraße;25;Hülben;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;04.02.2019;06.02.2019;000400
Obergfell;Livia;72336;Neltestraße;29;Balingen;1; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;32,99 €;05.02.2019;07.02.2019;000401
O'Shea;Josephine;72644;Forsthausallee;15;Oberboihingen;1; -   € ; -   € ; -   € ;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;6,99 €;06.02.2019;08.02.2019;000402
Obermeier;Martje;72501;Otto-Franke-Straße;14;Gammertingen;1;1,01 €;1,20 €;1,20 €;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;81,19 €;07.02.2019;09.02.2019;000403
Haaß;Sophie;69168;Carl-Scheele-Straße;98;Wiesloch;2; -   € ; -   € ; -   € ;60,99 €;51,25 €;19%;121,98 €;102,50 €;19,48 €;121,98 €;08.02.2019;10.02.2019;000404
Aarts;Lukas;68535;Abtstraße;1;Edingen-Neckarhausen;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;09.02.2019;11.02.2019;000405
Kacar;Bettina;69181;Steinbachstraße;26;Leimen (Baden);1;2,10 €;2,50 €;2,50 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;5,49 €;10.02.2019;12.02.2019;000406
Daamen;Floris;72800;Erich-Thilo-Straße;12;Eningen unter Achalm;2;1,99 €;2,37 €;2,37 €;6,99 €;5,87 €;19%;13,98 €;11,75 €;2,23 €;16,35 €;11.02.2019;13.02.2019;000407
Labusga;Arthur;71576;Hoffmannstraße;6;Burgstetten;1;1,22 €;1,45 €;1,45 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;3,44 €;12.02.2019;14.02.2019;000408
Kabaoglu;Alma;72805;Glienicker Weg;84;Lichtenstein (Württemberg);2; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;59,98 €;50,40 €;9,58 €;59,98 €;13.02.2019;15.02.2019;000409
Laak;Franziska;71126;Chris-Gueffroy-Allee;2;Gäufelden;1; -   € ; -   € ; -   € ;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;89,99 €;14.02.2019;16.02.2019;000410
Habelmann;Tilda;69253;Ernststraße;8;Heiligkreuzsteinach;1; -   € ; -   € ; -   € ;149,99 €;126,04 €;19%;149,99 €;126,04 €;23,95 €;149,99 €;15.02.2019;17.02.2019;000411
Bach;Felix;72149;Güldenhofer Ufer;9;Neustetten;1;1,00 €;1,19 €;1,19 €;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;121,18 €;16.02.2019;18.02.2019;000412
Macholl;Isabell;72555;Hallberger Zeile;25;Metzingen;1; -   € ; -   € ; -   € ;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;0,99 €;17.02.2019;19.02.2019;000413
Gabert;Jonte;72356;Glanzstraße;84;Dautmergen;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;18.02.2019;20.02.2019;000414
Maca;Dirk;72336;Selchowstraße;4;Balingen;5;3,99 €;4,75 €;4,75 €;15,99 €;13,44 €;19%;79,95 €;67,18 €;12,77 €;84,70 €;19.02.2019;21.02.2019;000415
Machleid;Gabi;72516;Aprikosensteig;1;Scheer;1; -   € ; -   € ; -   € ;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;69,99 €;20.02.2019;22.02.2019;000416
Iburg;Nick;71549;Freystadter Weg;28;Auenwald;5;1,54 €;1,83 €;1,83 €;3,99 €;3,35 €;19%;19,95 €;16,76 €;3,19 €;21,78 €;21.02.2019;23.02.2019;000417
Habekost;Sandra;69245;Chris-Gueffroy-Allee;3;Bammental;2; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;159,98 €;134,44 €;25,54 €;159,98 €;22.02.2019;24.02.2019;000418
Haacker;Nike;72655;Köpenicker Straße;58;Altdorf bei Nürtingen;1;1,00 €;1,19 €;1,19 €;499,99 €;420,16 €;19%;499,99 €;420,16 €;79,83 €;501,18 €;23.02.2019;25.02.2019;000419
Haberkorn;Ulla;71088;Forsthausallee;14;Holzgerlingen;2; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;65,98 €;55,45 €;10,53 €;65,98 €;24.02.2019;26.02.2019;000420
Lachmund;Bela;71726;Husstraße;6;Benningen am Neckar;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;25.02.2019;27.02.2019;000421
Oberhardt;Lina;72355;Bernstadter Weg;26;Schömberg (Zollernalbkreis);1; -   € ; -   € ; -   € ;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;0,99 €;26.02.2019;28.02.2019;000422
Abdo;Annegret;69257;Gemeinschaftsstraße;1;Wiesenbach (Baden);1;1,99 €;2,37 €;2,37 €;499,99 €;420,16 €;19%;499,99 €;420,16 €;79,83 €;502,36 €;27.02.2019;01.03.2019;000423
Kaban;Annabelle;72800;Gemeinschaftsstraße;6;Eningen unter Achalm;1;1,01 €;1,20 €;1,20 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;21,19 €;28.02.2019;02.03.2019;000424
Jablinski;Manuel;72213;Platz der Befreiung;26;Altensteig;1; -   € ; -   € ; -   € ;359,99 €;302,51 €;19%;359,99 €;302,51 €;57,48 €;359,99 €;01.03.2019;03.03.2019;000425
Gadow;Lenny;72516;Lohnauer Steig;3;Scheer;1;3,99 €;4,75 €;4,75 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;24,74 €;02.03.2019;04.03.2019;000426
Dächert;Jennifer;69234;Königsheideweg;25;Dielheim;1;2,56 €;3,05 €;3,05 €;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;20,04 €;03.03.2019;05.03.2019;000427
Dackweiler;Iara;69168;Eichbuschallee;1;Wiesloch;5;1,99 €;2,37 €;2,37 €;159,99 €;134,45 €;19%;799,95 €;672,23 €;127,72 €;802,32 €;04.03.2019;06.03.2019;000428
Jackisch;Uli;72367;Chris-Gueffroy-Allee;6;Weilen unter den Rinnen;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;05.03.2019;07.03.2019;000429
Ideker;Idil;71696;Friedlander Straße;1;Möglingen;1;1,99 €;2,37 €;2,37 €;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;3,36 €;06.03.2019;08.03.2019;000430
Easley;Livia;71131;Bernstadter Weg;9;Jettingen;1;2,10 €;2,50 €;2,50 €;499,99 €;420,16 €;19%;499,99 €;420,16 €;79,83 €;502,49 €;07.03.2019;09.03.2019;000431
Dänner;Kayra;69439;Neltestraße;45;Zwingenberg (Baden);4; -   € ; -   € ; -   € ;5,99 €;5,03 €;19%;23,96 €;20,13 €;3,83 €;23,96 €;08.03.2019;10.03.2019;000432
Ibele;Wanda;71155;Gellertstraße;25;Altdorf (Kreis Böblingen);2;1,99 €;2,37 €;2,37 €;3,99 €;3,35 €;19%;7,98 €;6,71 €;1,27 €;10,35 €;09.03.2019;11.03.2019;000433
Kabatas;Antke;72827;Moissistraße;1;Wannweil;1; -   € ; -   € ; -   € ;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;169,99 €;10.03.2019;12.03.2019;000434
Gaden;Roland;72510;Hackenbergstraße;48;Stetten am kalten Markt;2; -   € ; -   € ; -   € ;16,99 €;14,28 €;19%;33,98 €;28,55 €;5,43 €;33,98 €;11.03.2019;13.03.2019;000435
Abernathy;Benita;71155;Thomas-Müntzer-Straße;62;Altdorf (Kreis Böblingen);1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;12.03.2019;14.03.2019;000436
Gänsler;Nora;72622;Freystadter Weg;36;Nürtingen;1;2,55 €;3,03 €;3,03 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;5,02 €;13.03.2019;15.03.2019;000437
Jacoby;Xaver;72505;Eschenbachstraße;8;Krauchenwies;1; -   € ; -   € ; -   € ;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;169,99 €;14.03.2019;16.03.2019;000438
Kabakci;Aglaia;72669;Freystadter Weg;23;Unterensingen;3;1,50 €;1,79 €;1,79 €;60,99 €;51,25 €;19%;182,97 €;153,76 €;29,21 €;184,76 €;15.03.2019;17.03.2019;000439
Cahn;Demian;72537;Steinbachstraße;9;Mehrstetten;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;16.03.2019;18.03.2019;000440
Haag;Odilie;72658;Walther-Nernst-Straße;47;Bempflingen;1;1,33 €;1,58 €;1,58 €;359,99 €;302,51 €;19%;359,99 €;302,51 €;57,48 €;361,57 €;17.03.2019;19.03.2019;000441
Cahill;Dieter;72535;Selchowstraße;8;Heroldstatt;2; -   € ; -   € ; -   € ;89,99 €;75,62 €;19%;179,98 €;151,24 €;28,74 €;179,98 €;18.03.2019;20.03.2019;000442
Gärber;Nina;72631;Friedlander Straße;14;Aichtal;1; -   € ; -   € ; -   € ;59,99 €;50,41 €;19%;59,99 €;50,41 €;9,58 €;59,99 €;19.03.2019;21.03.2019;000443
Haberecht;Tassja;69436;Alpenrosenweg;9;Schönbrunn (Baden);1;1,63 €;1,94 €;1,94 €;199,99 €;168,06 €;19%;199,99 €;168,06 €;31,93 €;201,93 €;20.03.2019;22.03.2019;000444
Kaack;Mia;72631;Florian-Geyer-Straße;4;Aichtal;1;2,30 €;2,74 €;2,74 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;5,73 €;21.03.2019;23.03.2019;000445
Laabs;Ebba;71106;Agavensteig;62;Magstadt;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;22.03.2019;24.03.2019;000446
Babik;Finjas;71720;Gondeker Straße;48;Oberstenfeld;1; -   € ; -   € ; -   € ;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;0,99 €;23.03.2019;25.03.2019;000447
Babo;Oskar;72131;Bodelschwinghstraße;9;Ofterdingen;1;2,55 €;3,03 €;3,03 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;5,02 €;24.03.2019;26.03.2019;000448
Aber;Anouk;71139;Schneckenburgerstraße;4;Ehningen;1; -   € ; -   € ; -   € ;15,99 €;13,44 €;19%;15,99 €;13,44 €;2,55 €;15,99 €;25.03.2019;27.03.2019;000449
Bacco;Paul;72145;Forsthausallee;6;Hirrlingen;1; -   € ; -   € ; -   € ;5,99 €;5,03 €;19%;5,99 €;5,03 €;0,96 €;5,99 €;26.03.2019;28.03.2019;000450
Ebenfeld;Mara;71397;Walther-Nernst-Straße;2;Leutenbach (Württemberg);1;2,99 €;3,56 €;3,56 €;15,99 €;13,44 €;19%;15,99 €;13,44 €;2,55 €;19,55 €;27.03.2019;29.03.2019;000451
Abebe;Antke;69493;Freystadter Weg;3;Hirschberg an der Bergstraße;3;2,40 €;2,86 €;2,86 €;199,99 €;168,06 €;19%;599,97 €;504,18 €;95,79 €;602,83 €;28.03.2019;30.03.2019;000452
Ebru;Harun;72186;KGA Einigkeit II;4;Empfingen;1;2,40 €;2,86 €;2,86 €;3,59 €;3,02 €;19%;3,59 €;3,02 €;0,57 €;6,45 €;29.03.2019;31.03.2019;000453
Dachser;Ilona;68799;Baumschulenstraße;65;Reilingen;1;2,30 €;2,74 €;2,74 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;52,73 €;30.03.2019;01.04.2019;000454
Haasner;Sofia;68809;Weerthstraße;28;Neulußheim;1; -   € ; -   € ; -   € ;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;6,99 €;31.03.2019;02.04.2019;000455
Jägle;Theresa;72574;Genossenschaftsstraße;95;Bad Urach;1;6,43 €;7,65 €;7,65 €;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;47,64 €;01.04.2019;03.04.2019;000456
Quabach;Lennard;72479;Gellertstraße;26;Straßberg;1;1,99 €;2,37 €;2,37 €;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;32,36 €;02.04.2019;04.04.2019;000457
Bachmann;Adrian;72296;Lohnauer Steig;15;Schopfloch (Schwarzwald);1; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;79,99 €;03.04.2019;05.04.2019;000458
Abay;Romy;68782;Hackenbergstraße;1;Brühl (Baden);1;2,55 €;3,03 €;3,03 €;15,99 €;13,44 €;19%;15,99 €;13,44 €;2,55 €;19,02 €;04.04.2019;06.04.2019;000459
Kaczmarczyk;Christiane;69234;Justus-von-Liebig-Straße;7;Dielheim;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;05.04.2019;07.04.2019;000460
Machat;Fabian;72411;Rudower Chaussee;65;Bodelshausen;1;1,99 €;2,37 €;2,37 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;4,36 €;06.04.2019;08.04.2019;000461
Ibert;Yla;71272;Lohnauer Steig;6;Renningen;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;07.04.2019;09.04.2019;000462
Babi;Fiona;71696;KGA Einigkeit II;5;Möglingen;1;2,00 €;2,38 €;2,38 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;52,37 €;08.04.2019;10.04.2019;000463
Bache;Maximilian;72172;Hohenbirker Weg;8;Sulz am Neckar;1;1,33 €;1,58 €;1,58 €;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;31,57 €;09.04.2019;11.04.2019;000464
Kaben;Ariane;68723;Glienicker Weg;51;Plankstadt;1; -   € ; -   € ; -   € ;149,99 €;126,04 €;19%;149,99 €;126,04 €;23,95 €;149,99 €;10.04.2019;12.04.2019;000465
Maat;Damian;72229;Nipkowstraße;25;Rohrdorf (Kreis Calw);1; -   € ; -   € ; -   € ;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;16,99 €;11.04.2019;13.04.2019;000466
Maaser;Dominik;72218;Helbigstraße;25;Wildberg (Schwarzwald);2; -   € ; -   € ; -   € ;9,99 €;8,39 €;19%;19,98 €;16,79 €;3,19 €;19,98 €;12.04.2019;14.04.2019;000467
Ebneter;Haile;72172;Aprikosensteig;25;Sulz am Neckar;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;13.04.2019;15.04.2019;000468
Kaase;Meike;72658;Lohnauer Steig;2;Bempflingen;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;14.04.2019;16.04.2019;000469
Babilon;Franz;71723;Hallberger Zeile;6;Großbottwar;2; -   € ; -   € ; -   € ;3,59 €;3,02 €;19%;7,18 €;6,03 €;1,15 €;7,18 €;15.04.2019;17.04.2019;000470
Pachaly;Heiko;72639;Waldstraße;3;Neuffen;1;1,63 €;1,94 €;1,94 €;4,69 €;3,94 €;19%;4,69 €;3,94 €;0,75 €;6,63 €;16.04.2019;18.04.2019;000471
Jaeckle;Finja;72531;Adlergestell;1;Hohenstein (Württemberg);5; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;499,95 €;420,13 €;79,82 €;499,95 €;17.04.2019;19.04.2019;000472
Ebbes;Lotta;71159;Helbigstraße;12;Mötzingen;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;18.04.2019;20.04.2019;000473
Abboud;Selma;69214;Hauptweg;28;Eppelheim;1; -   € ; -   € ; -   € ;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;119,99 €;19.04.2019;21.04.2019;000474
Oberleiter;Mona;72414;Friedlander Straße;6;Rangendingen;2;3,00 €;3,57 €;3,57 €;119,99 €;100,83 €;19%;239,98 €;201,66 €;38,32 €;243,55 €;20.04.2019;22.04.2019;000475
Jacob;William;72474;Baumschulenstraße;5;Winterlingen;1;1,99 €;2,37 €;2,37 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;22,36 €;21.04.2019;23.04.2019;000476
Quack;Lasse;72505;Hauptweg;47;Krauchenwies;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;22.04.2019;24.04.2019;000477
Paeplow;Lukas;72415;Hoffmannstraße;26;Grosselfingen;1; -   € ; -   € ; -   € ;12,99 €;10,92 €;19%;12,99 €;10,92 €;2,07 €;12,99 €;23.04.2019;25.04.2019;000478
Eberli;Gabriel;71579;Justus-von-Liebig-Straße;5;Spiegelberg;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;24.04.2019;26.04.2019;000479
Obenaus;Julie;72660;Königsheideweg;26;Beuren bei Nürtingen;2; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;7,98 €;6,71 €;1,27 €;7,98 €;25.04.2019;27.04.2019;000480
Jack;Thomas;72356;Pfingstberggasse;4;Dautmergen;1;1,54 €;1,83 €;1,83 €;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;34,82 €;26.04.2019;28.04.2019;000481
Babaoglu;Emily;71573;Am Adlergestell;64;Allmersbach im Tal;1;3,99 €;4,75 €;4,75 €;199,99 €;168,06 €;19%;199,99 €;168,06 €;31,93 €;204,74 €;27.04.2019;29.04.2019;000482
Daedelow;Jakobine;69242;Abtstraße;48;Mühlhausen (Kraichgau);1;2,40 €;2,86 €;2,86 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;5,85 €;28.04.2019;30.04.2019;000483
Bachmaier;Anton;72227;Hauptweg;62;Egenhausen;2;1,99 €;2,37 €;2,37 €;89,99 €;75,62 €;19%;179,98 €;151,24 €;28,74 €;182,35 €;29.04.2019;01.05.2019;000484
Jähnig;Rosa;72622;Bärdorfer Zeile;14;Nürtingen;1;1,69 €;2,01 €;2,01 €;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;19,00 €;30.04.2019;02.05.2019;000485
Ebener;Marianne;71394;Moissistraße;3;Kernen im Remstal;2;5,99 €;7,13 €;7,13 €;19,99 €;16,80 €;19%;39,98 €;33,60 €;6,38 €;47,11 €;01.05.2019;03.05.2019;000486
Lachs;Bertram;71739;Bernstadter Weg;95;Oberriexingen;1; -   € ; -   € ; -   € ;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;69,99 €;02.05.2019;04.05.2019;000487
Ebermann;Guiseppe;71686;Abram-Joffe-Straße;26;Remseck am Neckar;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;03.05.2019;05.05.2019;000488
Jacken;Udo;72362;Aprikosensteig;2;Nusplingen;1; -   € ; -   € ; -   € ;3,59 €;3,02 €;19%;3,59 €;3,02 €;0,57 €;3,59 €;04.05.2019;06.05.2019;000489
Abduli;Alma;69434;Hollstraße;8;Heddesbach;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;05.05.2019;07.05.2019;000490
Pack;Jack;72820;Gondeker Straße;48;Sonnenbühl;1;5,99 €;7,13 €;7,13 €;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;87,12 €;06.05.2019;08.05.2019;000491
Pache;Haku;72644;Weerthstraße;2;Oberboihingen;1;1,24 €;1,48 €;1,48 €;6,39 €;5,37 €;19%;6,39 €;5,37 €;1,02 €;7,87 €;07.05.2019;09.05.2019;000492
Lacin;Blue;72131;Büchnerweg;1;Ofterdingen;1; -   € ; -   € ; -   € ;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;39,99 €;08.05.2019;10.05.2019;000493
Daebel;Jella;69226;Hohenbirker Weg;27;Nußloch;1;2,99 €;3,56 €;3,56 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;53,55 €;09.05.2019;11.05.2019;000494
Gabler;Jukka;72364;Königsheideweg;1;Obernheim;4; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;199,96 €;168,03 €;31,93 €;199,96 €;10.05.2019;12.05.2019;000495
Laber;Henry;71364;Güldenhofer Ufer;51;Winnenden;2;2,30 €;2,74 €;2,74 €;3,99 €;3,35 €;19%;7,98 €;6,71 €;1,27 €;10,72 €;11.05.2019;13.05.2019;000496
Jaedicke;Luise;72534;Bohrauer Pfad;6;Hayingen;1;2,00 €;2,38 €;2,38 €;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;82,37 €;12.05.2019;14.05.2019;000497
Ebert;Gismund;71723;Seidenbaustraße;4;Großbottwar;1; -   € ; -   € ; -   € ;499,99 €;420,16 €;19%;499,99 €;420,16 €;79,83 €;499,99 €;13.05.2019;15.05.2019;000498
Gabelmann;Jona;72348;Ekkehardstraße;23;Rosenfeld;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;14.05.2019;16.05.2019;000499
Laatsch;Oskar;71254;Alpenrosenweg;5;Ditzingen;2;1,33 €;1,58 €;1,58 €;2,99 €;2,51 €;19%;5,98 €;5,03 €;0,95 €;7,56 €;15.05.2019;17.05.2019;000500
Jaberg;Serkan;72189;Newtonstraße;62;Vöhringen (Württemberg);1; -   € ; -   € ; -   € ;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;69,99 €;16.05.2019;18.05.2019;000501
Gaar;Izzy;72218;Gondeker Straße;62;Wildberg (Schwarzwald);1; -   € ; -   € ; -   € ;4,69 €;3,94 €;19%;4,69 €;3,94 €;0,75 €;4,69 €;17.05.2019;19.05.2019;000502
Cakar;Ethan;72589;Am Studio;8;Westerheim (Württemberg);1;1,40 €;1,67 €;1,67 €;9,99 €;8,39 €;19%;9,99 €;8,39 €;1,60 €;11,66 €;18.05.2019;20.05.2019;000503
Gaedke;Matthis;72555;Glienicker Weg;45;Metzingen;1; -   € ; -   € ; -   € ;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;6,99 €;19.05.2019;21.05.2019;000504
Abdulla;Alicia;69436;Köpenicker Straße;9;Schönbrunn (Baden);1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;20.05.2019;22.05.2019;000505
Jaap;Ruben;72178;Justus-von-Liebig-Straße;4;Waldachtal;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;21.05.2019;23.05.2019;000506
Dachselt;Ida;68794;Alpenrosenweg;51;Oberhausen-Rheinhausen;1;2,60 €;3,09 €;3,09 €;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;103,08 €;22.05.2019;24.05.2019;000507
Backasch;Bernd;72393;Eigenheimgasse;3;Burladingen;1; -   € ; -   € ; -   € ;15,99 €;13,44 €;19%;15,99 €;13,44 €;2,55 €;15,99 €;23.05.2019;25.05.2019;000508
Gaedecke;Meteo;72537;Friedlander Straße;3;Mehrstetten;1; -   € ; -   € ; -   € ;12,99 €;10,92 €;19%;12,99 €;10,92 €;2,07 €;12,99 €;24.05.2019;26.05.2019;000509
Cakmak;Eberhard;72649;Richard-Willstätter-Straße;14;Wolfschlugen;3;1,99 €;2,37 €;2,37 €;2,99 €;2,51 €;19%;8,97 €;7,54 €;1,43 €;11,34 €;25.05.2019;27.05.2019;000510
