Vorname,Name,Straße,Hausnummer,PLZ,Ort,Land,Auftrags_Nummer,Auftrags_Datum,Rechnungs_Nummer,Rechnungs_Liefer_Datum,Artikel-Nr,Produkt-Name,Produkt-Beschreibung,Einzelpreis mit Ust,Menge,Versandart,Versandkosten,Zahlungsart,Ust. % Satz,Ust,Einzelpreis ohne Ust,Warenwert netto,Versandkosten netto,Gesamt Ust,Gesamtbetrag
Konstantin,Babin,Heidemühler Weg,8,71726,Benningen am Neckar,Deutschland,12355632P,22.03.2021,GER659437,25.03.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Selbstabholer,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Pia,Haaken,Steinbachstraße,24,72669,Unterensingen,Deutschland,12355633P,23.03.2021,GER659438,26.03.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Lieferung,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Amos,Bachner,Friedenstraße,25,72348,Rosenfeld,Deutschland,12355634P,24.03.2021,GER659439,27.03.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Selbstabholer,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Leni,Ebbert,Handjerystraße,61,71157,Hildrizhausen,Deutschland,12355635P,25.03.2021,GER659440,28.03.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Lieferung,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Yannik,Jacquemin,Glanzstraße,3,72511,Bingen bei Sigmaringen,Deutschland,12355636P,26.03.2021,GER659441,29.03.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Selbstabholer,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Kylan,Gabrielli,Friedenstraße,65,72406,Bisingen,Deutschland,12355637P,27.03.2021,GER659442,30.03.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Lieferung,0.0,Bar,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Mina,Obermair,Köpenicker Straße,1,72475,Bitz,Deutschland,12355638P,28.03.2021,GER659443,31.03.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Selbstabholer,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Kaaria,Daeubner,Hoffmannstraße,36,71101,Schönaich,Deutschland,12355639P,29.03.2021,GER659444,01.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Lieferung,0.0,Bar,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Jannis,Gaber,Eschenbachstraße,25,72351,Geislingen (Zollernalbkreis),Deutschland,12355640P,30.03.2021,GER659445,02.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Selbstabholer,0.0,Bar,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Diego,Maatouk,Otto-Franke-Straße,6,72250,Freudenstadt,Deutschland,12355641P,31.03.2021,GER659446,03.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Niko,Ibrom,Anna-Seghers-Straße,9,71522,Backnang,Deutschland,12355642P,01.04.2021,GER659447,04.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Selbstabholer,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Julian,Packer,Heidemühler Weg,8,72213,Altensteig,Deutschland,12355643P,02.04.2021,GER659448,05.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Jaap,Gabel,Bodelschwinghstraße,24,72297,Seewald,Deutschland,12355644P,03.04.2021,GER659449,06.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Selbstabholer,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Samo,Padmanabhan,Hohenbirker Weg,8,72356,Dautmergen,Deutschland,12355645P,04.04.2021,GER659450,07.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Lieferung,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Kaisa,Daferner,Altheider Straße,4,71120,Grafenau (Württemberg),Deutschland,12355646P,05.04.2021,GER659451,08.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Selbstabholer,0.0,Bar,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Oliver,Icks,Köpenicker Straße,26,71577,Großerlach,Deutschland,12355647P,06.04.2021,GER659452,09.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Asis,Labus,Hackenbergstraße,25,71566,Althütte,Deutschland,12355648P,07.04.2021,GER659453,10.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Selbstabholer,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Susanne,Kaatsch,Neltestraße,61,72660,Beuren bei Nürtingen,Deutschland,12355649P,08.04.2021,GER659454,11.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,Bar,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Nadeem,Icke,Gemeinschaftsstraße,98,71560,Sulzbach an der Murr,Deutschland,12355650P,09.04.2021,GER659455,12.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Selbstabholer,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Titus,Jachnik,Carl-Scheele-Straße,6,72336,Balingen,Deutschland,12355651P,10.04.2021,GER659456,13.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Elena,Kaas,Husstraße,15,72657,Altenriet,Deutschland,12355652P,11.04.2021,GER659457,14.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Selbstabholer,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Caecilia,Kadach,Oberspreestraße,1,69253,Heiligkreuzsteinach,Deutschland,12355653P,12.04.2021,GER659458,15.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Lieferung,0.0,Bar,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Abigail,Abed,Friedlander Straße,6,69502,Hemsbach (Bergstraße),Deutschland,12355654P,13.04.2021,GER659459,16.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Selbstabholer,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Lukas,Jade,Hohenbirker Weg,8,72516,Scheer,Deutschland,12355655P,14.04.2021,GER659460,17.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Lieferung,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Svea,Haasis,Vimystraße,64,68799,Reilingen,Deutschland,12355656P,15.04.2021,GER659461,18.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Selbstabholer,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Günter,Ebers,Ernst-Lau-Straße,25,71691,Freiberg am Neckar,Deutschland,12355657P,16.04.2021,GER659462,19.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Lieferung,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Aaliyah,Kabalan,Friedlander Straße,25,72793,Pfullingen,Deutschland,12355658P,17.04.2021,GER659463,20.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Selbstabholer,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Gustav,Paar,Dörpfeldstraße,2,72532,Gomadingen,Deutschland,12355659P,18.04.2021,GER659464,21.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,Bar,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Freya,Laag,Behringstraße,26,71116,Gärtringen,Deutschland,12355660P,19.04.2021,GER659465,22.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Selbstabholer,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Franz,Laan,Felsenfest,24,71144,Steinenbronn,Deutschland,12355661P,20.04.2021,GER659466,23.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Lieferung,0.0,Bar,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Tilla,Habereder,Baumschulenstraße,2,69437,Neckargerach,Deutschland,12355662P,21.04.2021,GER659467,24.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Selbstabholer,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Tino,Jabusch,Waldstraße,1,72296,Schopfloch (Schwarzwald),Deutschland,12355663P,22.04.2021,GER659468,25.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Lieferung,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Odilia,Haak,Schneckenburgerstraße,12,72666,Neckartailfingen,Deutschland,12355664P,23.04.2021,GER659469,26.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Selbstabholer,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Milo,Saak,Friedlander Straße,15,72534,Hayingen,Deutschland,12355665P,24.04.2021,GER659470,27.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Lieferung,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Elisabeth,Abbe,Friedenstraße,9,69181,Leimen (Baden),Deutschland,12355666P,25.04.2021,GER659471,28.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Selbstabholer,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Kasimir,Iffländer,Rosenweg,9,72131,Ofterdingen,Deutschland,12355667P,26.04.2021,GER659472,29.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Henry,Eberz,Waldstraße,1,71737,Kirchberg an der Murr,Deutschland,12355668P,27.04.2021,GER659473,30.04.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Selbstabholer,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Paola,Haar,Wünschelburger Gang,6,72813,Sankt Johann (Württemberg),Deutschland,12355669P,28.04.2021,GER659474,01.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Lieferung,0.0,Bar,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Tillmann,Jackel,Am Adlergestell,1,72359,Dotternhausen,Deutschland,12355670P,29.04.2021,GER659475,02.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Selbstabholer,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Uwe,Jackels,Agavensteig,3,72361,Hausen am Tann,Deutschland,12355671P,30.04.2021,GER659476,03.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Kai,Gabrielle,Florian-Geyer-Straße,51,72401,Haigerloch,Deutschland,12355672P,01.05.2021,GER659477,04.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Selbstabholer,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Laureen,Oberlander,Walther-Nernst-Straße,1,72401,Haigerloch,Deutschland,12355673P,02.05.2021,GER659478,05.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Lieferung,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Diego,Cagli,Schneckenburgerstraße,7,72534,Hayingen,Deutschland,12355674P,03.05.2021,GER659479,06.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Selbstabholer,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Altfried,Lachenmaier,Friedenstraße,8,71696,Möglingen,Deutschland,12355675P,04.05.2021,GER659480,07.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Sascha,Jaber,Ernst-Lau-Straße,58,72186,Empfingen,Deutschland,12355676P,05.05.2021,GER659481,08.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Selbstabholer,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Diminic,Maasz,Walther-Nernst-Straße,23,72227,Egenhausen,Deutschland,12355677P,06.05.2021,GER659482,09.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Lieferung,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Aamu,Kablau,Walther-Nernst-Straße,28,68789,Sankt Leon-Rot,Deutschland,12355678P,07.05.2021,GER659483,10.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Selbstabholer,0.0,Bar,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Charlotte,Baake,Newtonstraße,1,71292,Friolzheim,Deutschland,12355679P,08.05.2021,GER659484,11.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Lieferung,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Arik,Bachnick,Gellertstraße,24,72351,Geislingen (Zollernalbkreis),Deutschland,12355680P,09.05.2021,GER659485,12.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Selbstabholer,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Gismund,Pablo,Platz der Befreiung,25,72582,Grabenstetten,Deutschland,12355681P,10.05.2021,GER659486,13.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,Bar,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Fabrizius,Machalett,Platz der Befreiung,9,72401,Haigerloch,Deutschland,12355682P,11.05.2021,GER659487,14.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Selbstabholer,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Paulina,Abbate,Florian-Geyer-Straße,65,69168,Wiesloch,Deutschland,12355683P,12.05.2021,GER659488,15.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Olivia,Haager,Rosenweg,61,72664,Kohlberg (Württemberg),Deutschland,12355684P,13.05.2021,GER659489,16.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Selbstabholer,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Tim,Jablonowski,Rudower Chaussee,2,72221,Haiterbach,Deutschland,12355685P,14.05.2021,GER659490,17.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Lieferung,0.0,Bar,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Catrin,Daeschner,Gellertstraße,95,69514,Laudenbach (Bergstraße),Deutschland,12355686P,15.05.2021,GER659491,18.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Selbstabholer,0.0,Bar,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Tamina,Haben,Frauenlobstraße,2,69256,Mauer (Baden),Deutschland,12355687P,16.05.2021,GER659492,19.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Caspar,Cabezas,Hollstraße,9,72419,Neufra,Deutschland,12355688P,17.05.2021,GER659493,20.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Selbstabholer,0.0,Bar,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Ulvi,Iacono,Heidekampweg,4,71106,Magstadt,Deutschland,12355689P,18.05.2021,GER659494,21.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Lieferung,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Justyna,Dämmig,Hoffmannstraße,1,69434,Heddesbach,Deutschland,12355690P,19.05.2021,GER659495,22.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Selbstabholer,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Arian,Bachmeier,Florian-Geyer-Straße,12,72336,Balingen,Deutschland,12355691P,20.05.2021,GER659496,23.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,Bar,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Mattes,Gaedtke,Handjerystraße,9,72574,Bad Urach,Deutschland,12355692P,21.05.2021,GER659497,24.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Selbstabholer,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Hardy,Ebmeyer,Barbara-McClintock-Straße,95,72147,Nehren (Württemberg),Deutschland,12355693P,22.05.2021,GER659498,25.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Lieferung,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Mathilda,Ebenbeck,Hollstraße,8,71364,Winnenden,Deutschland,12355694P,23.05.2021,GER659499,26.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Selbstabholer,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Stella,Haastert,Magnusstraße,65,69181,Leimen (Baden),Deutschland,12355695P,24.05.2021,GER659500,27.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Lieferung,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Magdalena,Obermann,Moissistraße,84,72477,Schwenningen (Heuberg),Deutschland,12355696P,25.05.2021,GER659501,28.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Selbstabholer,0.0,Bar,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Thilo,Jablonsky,Stienitzseestraße,25,72227,Egenhausen,Deutschland,12355697P,26.05.2021,GER659502,29.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Lieferung,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Kerstin,Däumichen,Husstraße,14,71106,Magstadt,Deutschland,12355698P,27.05.2021,GER659503,30.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,2,Selbstabholer,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,104.03361344537814,0.0,19.766386554621853,123.79999999999998
Noel,Ibscher,Büchnerweg,64,71543,Wüstenrot,Deutschland,12355699P,28.05.2021,GER659504,31.05.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Lieferung,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Lara,Ebbing,Köpenicker Straße,24,71254,Ditzingen,Deutschland,12355700P,29.05.2021,GER659505,01.06.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Selbstabholer,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Selma,Kaaf,Gellertstraße,9,72639,Neuffen,Deutschland,12355701P,30.05.2021,GER659506,02.06.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Lieferung,0.0,Bar,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Paloma,Haamann,Vogelbeerstraße,23,72805,Lichtenstein (Württemberg),Deutschland,12355702P,31.05.2021,GER659507,03.06.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Selbstabholer,0.0,Bar,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Grit,Dabelstein,Behringstraße,25,72827,Wannweil,Deutschland,12355703P,01.06.2021,GER659508,04.06.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Lieferung,0.0,Rechnung,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Waris,Ibanez,Bärdorfer Zeile,2,71144,Steinenbronn,Deutschland,12355704P,02.06.2021,GER659509,05.06.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,3,Selbstabholer,0.0,PayPal,0.19,9.883193277310927,52.01680672268907,156.0504201680672,0.0,29.64957983193278,185.7
Andreas,Bachschneider,Hoffmannstraße,25,72359,Dotternhausen,Deutschland,12355705P,03.06.2021,GER659510,06.06.2021,S-1063,Olivia Garden SilkCut XL 7,Haarschneideschere,61.9,1,Lieferung,0.0,Vorkasse,0.19,9.883193277310927,52.01680672268907,52.01680672268907,0.0,9.883193277310927,61.89999999999999
Qara,Haarich,Ernst-Lau-Straße,1,68549,Ilvesheim,Deutschland,12355706P,04.06.2021,GER659511,07.06.2021,CD815-5-Links,Weltmeister Action CD 815-5 Links,Friseurschere für Linkshänder,34.9,2,Selbstabholer,0.0,PayPal,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Kader,Oberer,Hoffmannstraße,9,72296,Schopfloch (Schwarzwald),Deutschland,12355707P,05.06.2021,GER659512,08.06.2021,CD815-5-Links,Weltmeister Action CD 815-5 Links,Friseurschere für Linkshänder,34.9,1,Lieferung,3.99,Bar,0.19,5.572268907563026,29.327731092436974,29.327731092436974,3.2319000000000004,6.330368907563026,38.89
Noah,Baca,Ekkehardstraße,1,72141,Walddorfhäslach,Deutschland,12355708P,06.06.2021,GER659513,09.06.2021,CD815-5-Links,Weltmeister Action CD 815-5 Links,Friseurschere für Linkshänder,34.9,3,Selbstabholer,0.0,Rechnung,0.19,5.572268907563026,29.327731092436974,87.98319327731092,0.0,16.71680672268908,104.69999999999999
Ilona,Machowski,KGA Holunderbusch,14,72581,Dettingen an der Erms,Deutschland,12355709P,07.06.2021,GER659514,10.06.2021,CD815-5-Links,Weltmeister Action CD 815-5 Links,Friseurschere für Linkshänder,34.9,1,Lieferung,3.99,PayPal,0.19,5.572268907563026,29.327731092436974,29.327731092436974,3.2319000000000004,6.330368907563026,38.89
Emely,Jaeckels,Abtstraße,1,72525,Münsingen (Württemberg),Deutschland,12355710P,08.06.2021,GER659515,11.06.2021,CD815-5-Links,Weltmeister Action CD 815-5 Links,Friseurschere für Linkshänder,34.9,2,Selbstabholer,0.0,Bar,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Mia,Abbing,Genossenschaftsstraße,64,69198,Schriesheim,Deutschland,12355711P,09.06.2021,GER659516,12.06.2021,CD815-5-Links,Weltmeister Action CD 815-5 Links,Friseurschere für Linkshänder,34.9,3,Lieferung,0.0,Bar,0.19,5.572268907563026,29.327731092436974,87.98319327731092,0.0,16.71680672268908,104.69999999999999
Svenja,Habeeb,Behringstraße,8,69234,Dielheim,Deutschland,12355712P,10.06.2021,GER659517,13.06.2021,CD815-5-Links,Weltmeister Action CD 815-5 Links,Friseurschere für Linkshänder,34.9,3,Selbstabholer,0.0,PayPal,0.19,5.572268907563026,29.327731092436974,87.98319327731092,0.0,16.71680672268908,104.69999999999999
Giorgina,Machlitt,Bergaustraße,6,72519,Veringenstadt,Deutschland,12355713P,11.06.2021,GER659518,14.06.2021,CD815-5-Links,Weltmeister Action CD 815-5 Links,Friseurschere für Linkshänder,34.9,2,Lieferung,0.0,Rechnung,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Leopold,Gadau,Friedenstraße,27,72488,Sigmaringen,Deutschland,12355714P,12.06.2021,GER659519,15.06.2021,CD815-5-Links,Weltmeister Action CD 815-5 Links,Friseurschere für Linkshänder,34.9,1,Selbstabholer,0.0,PayPal,0.19,5.572268907563026,29.327731092436974,29.327731092436974,0.0,5.572268907563026,34.9
