Vorname,Name,Straße,Hausnummer,PLZ,Ort,Land,Produkt,Bestell_Nummer,ASIN_ID,Bestell_Datum,Rechnungs_Nummer,Rechnungs_Liefer_Datum,n,VK ohne Ust,VK mit Ust,VK Gesamt,Stückpreis mit Ust,Stückpreis ohne Ust,Ust. % Satz,ZS Produkt,Zs ohne Ust,Gesamt Ust. Betrag
Amos,Lach,Neltestraße,3,71679,Asperg,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234353-1234353,if492jf886,10 February 2021,DE3MQ886AEUI,13 February 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Arielle,Kabjoll,Köpenicker Straße,64,68775,Ketsch,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234354-1234354,if492jf887,11 February 2021,DE3MQ887AEUI,14 February 2021,2,0.0,0.0,0.0,49.99,42.00840336134454,0.19,99.98,84.01680672268908,15.96319327731092
Trudi,Habenstein,Hallberger Zeile,1,69259,Wilhelmsfeld,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234355-1234355,if492jf888,12 February 2021,DE3MQ888AEUI,15 February 2021,1,1.78,2.1182,2.1182,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Till,Jabri,Thelenstraße,24,72229,Rohrdorf (Kreis Calw),Germany,Hirsch Rentier Elch Figur,123-1234356-1234356,if492jf889,13 February 2021,DE3MQ889AEUI,16 February 2021,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Janis,Oberacher,Florian-Geyer-Straße,5,72669,Unterensingen,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234357-1234357,if492jf890,14 February 2021,DE3MQ890AEUI,17 February 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Gila,Machleidt,Behringstraße,3,72517,Sigmaringendorf,Germany,Dimmbar LED Klemmleuchte Schreibtischlampe,123-1234358-1234358,if492jf891,15 February 2021,DE3MQ891AEUI,18 February 2021,1,0.0,0.0,0.0,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Celia,Oberdorfer,Gellertstraße,5,72226,Simmersfeld,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1234359-1234359,if492jf892,16 February 2021,DE3MQ892AEUI,19 February 2021,1,1.63,1.9397,1.9397,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Chaya,Baartz,Stienitzseestraße,4,71397,Leutenbach (Württemberg),Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234360-1234360,if492jf893,17 February 2021,DE3MQ893AEUI,20 February 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Nabil,Ibsch,Bernstadter Weg,5,71540,Murrhardt,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234361-1234361,if492jf894,18 February 2021,DE3MQ894AEUI,21 February 2021,1,1.0,1.19,1.19,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Juni,Oana,Ekkehardstraße,47,72636,Frickenhausen (Württemberg),Germany,LED Pyramide 60 cm warmweiß - 20 LED,123-1234362-1234362,if492jf895,19 February 2021,DE3MQ895AEUI,22 February 2021,1,1.01,1.2019,1.2019,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Dari,Kadem,Vimystraße,1,69436,Schönbrunn (Baden),Germany,Herren Schuhe Turnschuhe Sneaker Airmax,123-1234363-1234363,if492jf896,20 February 2021,DE3MQ896AEUI,23 February 2021,3,4.99,5.9381,5.9381,119.99,100.83193277310924,0.19,359.97,302.4957983193277,57.47420168067225
Jessika,Obenauf,Hänselstraße,24,72658,Bempflingen,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234364-1234364,if492jf897,21 February 2021,DE3MQ897AEUI,24 February 2021,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Phlomena,Haala,Thomas-Müntzer-Straße,1,72800,Eningen unter Achalm,Germany,Dimmbar LED Klemmleuchte Schreibtischlampe,123-1234365-1234365,if492jf898,22 February 2021,DE3MQ898AEUI,25 February 2021,1,1.55,1.8445,1.8445,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Pardis,Haarhaus,Justus-von-Liebig-Straße,6,72827,Wannweil,Germany,Tischlampe Nachttischlampe 2er Set,123-1234366-1234366,if492jf899,23 February 2021,DE3MQ899AEUI,26 February 2021,1,1.99,2.3681,2.3681,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Carsten,Caceres,Friedlander Straße,98,72488,Sigmaringen,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234367-1234367,if492jf900,24 February 2021,DE3MQ900AEUI,27 February 2021,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Moritz,Saade,Anna-Seghers-Straße,25,72517,Sigmaringendorf,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1234368-1234368,if492jf901,25 February 2021,DE3MQ901AEUI,28 February 2021,1,2.56,3.0464,3.0464,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Altfried,Bachofner,Hackenbergstraße,1,72356,Dautmergen,Germany,LED Stern Deko Boden Lampe Weihnachte,123-1234369-1234369,if492jf902,26 February 2021,DE3MQ902AEUI,01 March 2021,5,2.56,3.0464,3.0464,9.99,8.394957983193278,0.19,49.95,41.97478991596639,7.975210084033613
Elif,Babatz,Agavensteig,1,71576,Burgstetten,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1234370-1234370,if492jf903,27 February 2021,DE3MQ903AEUI,02 March 2021,1,3.99,4.7481,4.7481,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Mina,Ebenhoch,Nipkowstraße,9,71404,Korb,Germany,Hirsch Rentier Elch Figur,123-1234371-1234371,if492jf904,28 February 2021,DE3MQ904AEUI,03 March 2021,1,1.99,2.3681,2.3681,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Peter,Labitzke,Königsheideweg,64,71404,Korb,Germany,Dichtung - Plastik,123-1234372-1234372,if492jf905,01 March 2021,DE3MQ905AEUI,04 March 2021,1,1.99,2.3681,2.3681,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Dari,Baatz,Zinsgutstraße,9,71543,Wüstenrot,Germany,Rakete Roadster Berlin - Urban Bike,123-1234373-1234373,if492jf906,02 March 2021,DE3MQ906AEUI,05 March 2021,1,0.0,0.0,0.0,359.99,302.51260504201684,0.19,359.99,302.51260504201684,57.477394957983165
Fiona,Calabro,Vimystraße,58,72661,Grafenberg,Germany,Tragbares Wiederaufladbare Buchlampe,123-1234374-1234374,if492jf907,03 March 2021,DE3MQ907AEUI,06 March 2021,1,0.0,0.0,0.0,4.69,3.941176470588236,0.19,4.69,3.941176470588236,0.7488235294117644
Cadmus,Cabral,Moissistraße,64,72474,Winterlingen,Germany,Himalaya- Salzlampe,123-1234375-1234375,if492jf908,04 March 2021,DE3MQ908AEUI,07 March 2021,1,0.0,0.0,0.0,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Franziska,Babic,Ernststraße,27,71706,Markgröningen,Germany,Tischlampe Nachttischlampe 2er Set,123-1234376-1234376,if492jf909,05 March 2021,DE3MQ909AEUI,08 March 2021,1,3.0,3.5700000000000003,3.5700000000000003,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Ebbo,Machacek,Ernst-Lau-Straße,64,72369,Zimmern unter der Burg,Germany,Herren Schuhe Turnschuhe Sneaker Airmax,123-1234377-1234377,if492jf910,06 March 2021,DE3MQ910AEUI,09 March 2021,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Demian,Maaz,Rosenweg,5,72297,Seewald,Germany,Rost Kerze Edelrost,123-1234378-1234378,if492jf911,07 March 2021,DE3MQ911AEUI,10 March 2021,1,1.4,1.666,1.666,3.59,3.016806722689076,0.19,3.59,3.016806722689076,0.5731932773109243
Philipp,Babst,Dammweg,2,72135,Dettenhausen,Germany,Tischlampe Nachttischlampe 2er Set,123-1234379-1234379,if492jf912,08 March 2021,DE3MQ912AEUI,11 March 2021,1,0.0,0.0,0.0,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Arian,Lacey,Lohnauer Steig,1,71579,Spiegelberg,Germany,LENOVO ThinkPad X260 Intel Core i7 6. Gen 2,123-1234380-1234380,if492jf913,09 March 2021,DE3MQ913AEUI,12 March 2021,1,0.0,0.0,0.0,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Haku,Ebinger,Magnusstraße,45,72138,Kirchentellinsfurt,Germany,Rennrad Herren Gebraucht,123-1234381-1234381,if492jf914,10 March 2021,DE3MQ914AEUI,13 March 2021,1,1.99,2.3681,2.3681,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Emily,Kadioglu,Erich-Thilo-Straße,4,71083,Herrenberg,Germany,LENOVO ThinkPad X260 Intel Core i7 6. Gen 2,123-1234382-1234382,if492jf915,11 March 2021,DE3MQ915AEUI,14 March 2021,1,0.0,0.0,0.0,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Filomae,Daab,Wilhelm-Ostwald-Straße,61,72793,Pfullingen,Germany,Hirsch Rentier Elch Figur,123-1234383-1234383,if492jf916,12 March 2021,DE3MQ916AEUI,15 March 2021,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Mika,Gäng,Hollstraße,8,72582,Grabenstetten,Germany,Herren Schuhe Turnschuhe Sneaker Airmax,123-1234384-1234384,if492jf917,13 March 2021,DE3MQ917AEUI,16 March 2021,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Nepomuk,Ickert,Handjerystraße,29,71566,Althütte,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234385-1234385,if492jf918,14 March 2021,DE3MQ918AEUI,17 March 2021,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Aini,Kabbeck,Freystadter Weg,9,68542,Heddesheim,Germany,Philipp Plein Sport Runner Sneaker ,123-1234386-1234386,if492jf919,15 March 2021,DE3MQ919AEUI,18 March 2021,2,0.0,0.0,0.0,79.99,67.21848739495798,0.19,159.98,134.43697478991595,25.54302521008404
Kathrin,Daeschle,Friedenstraße,8,69502,Hemsbach (Bergstraße),Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234387-1234387,if492jf920,16 March 2021,DE3MQ920AEUI,19 March 2021,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Ben,Bachus,Neltestraße,5,72364,Obernheim,Germany,LED Deckenleuchte Wandleuchte Fernbedienung,123-1234388-1234388,if492jf921,17 March 2021,DE3MQ921AEUI,20 March 2021,1,0.0,0.0,0.0,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Camern,Cacciatore,Freystadter Weg,9,72479,Straßberg,Germany,Herren Schuhe Turnschuhe Sneaker Airmax,123-1234389-1234389,if492jf922,18 March 2021,DE3MQ922AEUI,21 March 2021,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Konrad,Gack,Neltestraße,65,72475,Bitz,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234390-1234390,if492jf923,19 March 2021,DE3MQ923AEUI,22 March 2021,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Noah,Labak,Bodelschwinghstraße,8,71277,Rutesheim,Germany,Tischlampe Nachttischlampe 2er Set,123-1234391-1234391,if492jf924,20 March 2021,DE3MQ924AEUI,23 March 2021,1,0.0,0.0,0.0,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Cem,Maar,Freystadter Weg,26,72184,Eutingen im Gäu,Germany,Hirsch Rentier Elch Figur,123-1234392-1234392,if492jf925,21 March 2021,DE3MQ925AEUI,24 March 2021,1,1.54,1.8326,1.8326,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Konstantin,Babin,Heidemühler Weg,8,71726,Benningen am Neckar,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234393-1234393,if492jf926,22 March 2021,DE3MQ926AEUI,25 March 2021,2,0.0,0.0,0.0,19.99,16.798319327731093,0.19,39.98,33.596638655462186,6.383361344537811
Pia,Haaken,Steinbachstraße,24,72669,Unterensingen,Germany,Rennrad Herren Gebraucht,123-1234394-1234394,if492jf927,23 March 2021,DE3MQ927AEUI,26 March 2021,1,0.0,0.0,0.0,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Amos,Bachner,Friedenstraße,25,72348,Rosenfeld,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1234395-1234395,if492jf928,24 March 2021,DE3MQ928AEUI,27 March 2021,1,0.0,0.0,0.0,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Leni,Ebbert,Handjerystraße,61,71157,Hildrizhausen,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234396-1234396,if492jf929,25 March 2021,DE3MQ929AEUI,28 March 2021,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Yannik,Jacquemin,Glanzstraße,3,72511,Bingen bei Sigmaringen,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234397-1234397,if492jf930,26 March 2021,DE3MQ930AEUI,29 March 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Kylan,Gabrielli,Friedenstraße,65,72406,Bisingen,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1234398-1234398,if492jf931,27 March 2021,DE3MQ931AEUI,30 March 2021,1,1.63,1.9397,1.9397,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Mina,Obermair,Köpenicker Straße,1,72475,Bitz,Germany,PUMA Nucleus Trainingsschuhe,123-1234399-1234399,if492jf932,28 March 2021,DE3MQ932AEUI,31 March 2021,1,2.56,3.0464,3.0464,59.99,50.41176470588236,0.19,59.99,50.41176470588236,9.578235294117649
Kaaria,Daeubner,Hoffmannstraße,36,71101,Schönaich,Germany,PUMA Nucleus Trainingsschuhe,123-1234400-1234400,if492jf933,29 March 2021,DE3MQ933AEUI,01 April 2021,1,0.0,0.0,0.0,59.99,50.41176470588236,0.19,59.99,50.41176470588236,9.578235294117649
Jannis,Gaber,Eschenbachstraße,25,72351,Geislingen (Zollernalbkreis),Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234401-1234401,if492jf934,30 March 2021,DE3MQ934AEUI,02 April 2021,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Diego,Maatouk,Otto-Franke-Straße,6,72250,Freudenstadt,Germany,Gummi-Dichtung,123-1234402-1234402,if492jf935,31 March 2021,DE3MQ935AEUI,03 April 2021,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Niko,Ibrom,Anna-Seghers-Straße,9,71522,Backnang,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1234403-1234403,if492jf936,01 April 2021,DE3MQ936AEUI,04 April 2021,1,2.0,2.38,2.38,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Julian,Packer,Heidemühler Weg,8,72213,Altensteig,Germany,26 ZOLL MOUNTAINBIKE SHIMANO 21GANG 26,123-1234404-1234404,if492jf937,02 April 2021,DE3MQ937AEUI,05 April 2021,1,1.99,2.3681,2.3681,499.99,420.15966386554624,0.19,499.99,420.15966386554624,79.83033613445377
Jaap,Gabel,Bodelschwinghstraße,24,72297,Seewald,Germany,Retro LED Lampe Schreibtischlampe,123-1234405-1234405,if492jf938,03 April 2021,DE3MQ938AEUI,06 April 2021,2,0.0,0.0,0.0,5.99,5.033613445378152,0.19,11.98,10.067226890756304,1.9127731092436964
Samo,Padmanabhan,Hohenbirker Weg,8,72356,Dautmergen,Germany,Dichtung - Plastik,123-1234406-1234406,if492jf939,04 April 2021,DE3MQ939AEUI,07 April 2021,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Kaisa,Daferner,Altheider Straße,4,71120,Grafenau (Württemberg),Germany,Philipp Plein Sport Runner Sneaker ,123-1234407-1234407,if492jf940,05 April 2021,DE3MQ940AEUI,08 April 2021,1,1.78,2.1182,2.1182,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Oliver,Icks,Köpenicker Straße,26,71577,Großerlach,Germany,Dichtung - Plastik,123-1234408-1234408,if492jf941,06 April 2021,DE3MQ941AEUI,09 April 2021,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Asis,Labus,Hackenbergstraße,25,71566,Althütte,Germany,Hirsch Rentier Elch Figur,123-1234409-1234409,if492jf942,07 April 2021,DE3MQ942AEUI,10 April 2021,1,2.4,2.856,2.856,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Susanne,Kaatsch,Neltestraße,61,72660,Beuren bei Nürtingen,Germany,Dichtung - Plastik,123-1234410-1234410,if492jf943,08 April 2021,DE3MQ943AEUI,11 April 2021,2,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,3.98,3.3445378151260505,0.6354621848739495
Nadeem,Icke,Gemeinschaftsstraße,98,71560,Sulzbach an der Murr,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1234411-1234411,if492jf944,09 April 2021,DE3MQ944AEUI,12 April 2021,1,0.0,0.0,0.0,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Titus,Jachnik,Carl-Scheele-Straße,6,72336,Balingen,Germany,LED Stern Deko Boden Lampe Weihnachte,123-1234412-1234412,if492jf945,10 April 2021,DE3MQ945AEUI,13 April 2021,2,2.33,2.7727,2.7727,9.99,8.394957983193278,0.19,19.98,16.789915966386555,3.190084033613445
Elena,Kaas,Husstraße,15,72657,Altenriet,Germany,Lavalampe Magma Lava Lampe Magmaleuchte,123-1234413-1234413,if492jf946,11 April 2021,DE3MQ946AEUI,14 April 2021,1,0.0,0.0,0.0,6.39,5.369747899159663,0.19,6.39,5.369747899159663,1.0202521008403362
Caecilia,Kadach,Oberspreestraße,1,69253,Heiligkreuzsteinach,Germany,Gummi-Dichtung,123-1234414-1234414,if492jf947,12 April 2021,DE3MQ947AEUI,15 April 2021,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Abigail,Abed,Friedlander Straße,6,69502,Hemsbach (Bergstraße),Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1234415-1234415,if492jf948,13 April 2021,DE3MQ948AEUI,16 April 2021,1,1.5,1.785,1.785,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Lukas,Jade,Hohenbirker Weg,8,72516,Scheer,Germany,26 ZOLL MOUNTAINBIKE SHIMANO 21GANG 26,123-1234416-1234416,if492jf949,14 April 2021,DE3MQ949AEUI,17 April 2021,1,2.55,3.0345,3.0345,499.99,420.15966386554624,0.19,499.99,420.15966386554624,79.83033613445377
Svea,Haasis,Vimystraße,64,68799,Reilingen,Germany,LED Pyramide 60 cm warmweiß - 20 LED,123-1234417-1234417,if492jf950,15 April 2021,DE3MQ950AEUI,18 April 2021,1,0.0,0.0,0.0,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Günter,Ebers,Ernst-Lau-Straße,25,71691,Freiberg am Neckar,Germany,PUMA Nucleus Trainingsschuhe,123-1234418-1234418,if492jf951,16 April 2021,DE3MQ951AEUI,19 April 2021,1,2.0,2.38,2.38,59.99,50.41176470588236,0.19,59.99,50.41176470588236,9.578235294117649
Aaliyah,Kabalan,Friedlander Straße,25,72793,Pfullingen,Germany,Herren Schuhe Turnschuhe Sneaker Airmax,123-1234419-1234419,if492jf952,17 April 2021,DE3MQ952AEUI,20 April 2021,1,1.22,1.4518,1.4518,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Gustav,Paar,Dörpfeldstraße,2,72532,Gomadingen,Germany,Rennrad Herren Gebraucht,123-1234420-1234420,if492jf953,18 April 2021,DE3MQ953AEUI,21 April 2021,1,0.0,0.0,0.0,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Freya,Laag,Behringstraße,26,71116,Gärtringen,Germany,"Panasonic ToughBook CF-52 i5 15,4",123-1234421-1234421,if492jf954,19 April 2021,DE3MQ954AEUI,22 April 2021,1,0.0,0.0,0.0,149.99,126.0420168067227,0.19,149.99,126.0420168067227,23.94798319327731
Franz,Laan,Felsenfest,24,71144,Steinenbronn,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234422-1234422,if492jf955,20 April 2021,DE3MQ955AEUI,23 April 2021,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Tilla,Habereder,Baumschulenstraße,2,69437,Neckargerach,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1234423-1234423,if492jf956,21 April 2021,DE3MQ956AEUI,24 April 2021,2,1.24,1.4756,1.4756,69.99,58.81512605042017,0.19,139.98,117.63025210084034,22.34974789915965
Tino,Jabusch,Waldstraße,1,72296,Schopfloch (Schwarzwald),Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1234424-1234424,if492jf957,22 April 2021,DE3MQ957AEUI,25 April 2021,1,1.78,2.1182,2.1182,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Odilia,Haak,Schneckenburgerstraße,12,72666,Neckartailfingen,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234425-1234425,if492jf958,23 April 2021,DE3MQ958AEUI,26 April 2021,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Milo,Saak,Friedlander Straße,15,72534,Hayingen,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1234426-1234426,if492jf959,24 April 2021,DE3MQ959AEUI,27 April 2021,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Elisabeth,Abbe,Friedenstraße,9,69181,Leimen (Baden),Germany,Hirsch Rentier Elch Figur,123-1234427-1234427,if492jf960,25 April 2021,DE3MQ960AEUI,28 April 2021,1,1.69,2.0111,2.0111,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Kasimir,Iffländer,Rosenweg,9,72131,Ofterdingen,Germany,Himalaya- Salzlampe,123-1234428-1234428,if492jf961,26 April 2021,DE3MQ961AEUI,29 April 2021,4,1.5,1.785,1.785,6.99,5.873949579831933,0.19,27.96,23.495798319327733,4.464201680672268
Henry,Eberz,Waldstraße,1,71737,Kirchberg an der Murr,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234429-1234429,if492jf962,27 April 2021,DE3MQ962AEUI,30 April 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Paola,Haar,Wünschelburger Gang,6,72813,Sankt Johann (Württemberg),Germany,Gummi-Dichtung,123-1234430-1234430,if492jf963,28 April 2021,DE3MQ963AEUI,01 May 2021,1,1.99,2.3681,2.3681,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Tillmann,Jackel,Am Adlergestell,1,72359,Dotternhausen,Germany,Gummi-Dichtung,123-1234431-1234431,if492jf964,29 April 2021,DE3MQ964AEUI,02 May 2021,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Uwe,Jackels,Agavensteig,3,72361,Hausen am Tann,Germany,Flachdichtung - WC,123-1234432-1234432,if492jf965,30 April 2021,DE3MQ965AEUI,03 May 2021,1,0.0,0.0,0.0,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Kai,Gabrielle,Florian-Geyer-Straße,51,72401,Haigerloch,Germany,Nike Court Borough Mid Winter Sneaker,123-1234433-1234433,if492jf966,01 May 2021,DE3MQ966AEUI,04 May 2021,1,2.33,2.7727,2.7727,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Laureen,Oberlander,Walther-Nernst-Straße,1,72401,Haigerloch,Germany,Himalaya- Salzlampe,123-1234434-1234434,if492jf967,02 May 2021,DE3MQ967AEUI,05 May 2021,1,1.99,2.3681,2.3681,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Diego,Cagli,Schneckenburgerstraße,7,72534,Hayingen,Germany,Rakete Roadster Berlin - Urban Bike,123-1234435-1234435,if492jf968,03 May 2021,DE3MQ968AEUI,06 May 2021,1,0.0,0.0,0.0,359.99,302.51260504201684,0.19,359.99,302.51260504201684,57.477394957983165
Altfried,Lachenmaier,Friedenstraße,8,71696,Möglingen,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1234436-1234436,if492jf969,04 May 2021,DE3MQ969AEUI,07 May 2021,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Sascha,Jaber,Ernst-Lau-Straße,58,72186,Empfingen,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1234437-1234437,if492jf970,05 May 2021,DE3MQ970AEUI,08 May 2021,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Diminic,Maasz,Walther-Nernst-Straße,23,72227,Egenhausen,Germany,Tischlampe Nachttischlampe 2er Set,123-1234438-1234438,if492jf971,06 May 2021,DE3MQ971AEUI,09 May 2021,1,0.0,0.0,0.0,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Aamu,Kablau,Walther-Nernst-Straße,28,68789,Sankt Leon-Rot,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234439-1234439,if492jf972,07 May 2021,DE3MQ972AEUI,10 May 2021,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Charlotte,Baake,Newtonstraße,1,71292,Friolzheim,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234440-1234440,if492jf973,08 May 2021,DE3MQ973AEUI,11 May 2021,2,2.1,2.499,2.499,29.99,25.201680672268907,0.19,59.98,50.40336134453781,9.576638655462183
Arik,Bachnick,Gellertstraße,24,72351,Geislingen (Zollernalbkreis),Germany,Dimmbar LED Klemmleuchte Schreibtischlampe,123-1234441-1234441,if492jf974,09 May 2021,DE3MQ974AEUI,12 May 2021,1,2.99,3.5581000000000005,3.5581000000000005,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Gismund,Pablo,Platz der Befreiung,25,72582,Grabenstetten,Germany,Tischlampe Nachttischlampe 2er Set,123-1234442-1234442,if492jf975,10 May 2021,DE3MQ975AEUI,13 May 2021,1,0.0,0.0,0.0,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Fabrizius,Machalett,Platz der Befreiung,9,72401,Haigerloch,Germany,Hirsch Rentier Elch Figur,123-1234443-1234443,if492jf976,11 May 2021,DE3MQ976AEUI,14 May 2021,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
