Name,Lastname,Street,HouseNumber,PostalCode,City,Country,HPOrderNumber,CustomerOrderNumber,CustomerOrderDate,CustomerNumber,HPUSTID,n,PNr,Product,Produkt,LSNr,DeliveryDate,PackID,SerialNr,x,s00,a,s0,s1,total,InvoiceNumber
Elias,Laasch,Heidemühler Weg,25,71157,Hildrizhausen,Deutschland,47Y605970938,FDZG42667892,2021-02-18,186321035,DE329212980,1,369Y6YZ,"HP 250 G8 34N41ES 15.6"" Full HD. Intel i5-1035G1. 16GB RAM. 512GB SSD. GeForce",HP 250 G8 34N,255801299,2021-02-22,ODL5SH3F18,DHO6534Z4,33.60504201680673,33.60504201680673,2.0,35.60504201680673,6.764957983193279,42.370000000000005,3327585
Lina,Ebach,Freystadter Weg,47,71144,Steinenbronn,Deutschland,20H921676833,BKGB96967294,2021-06-15,915150016,DE201562970,1,162Y5DF,"Neues AngebotASUS Vivobook E410 14"" Intel N4500 4GB 128GB Win10Home S blau Laptop Full HD",Neues AngebotASUS Vivobook E410,407561286,2021-06-19,MDS4MS3I35,NCS21324H9,75.6218487394958,75.6218487394958,1.24,76.8618487394958,14.603751260504202,91.4656,6196372
Tom,Jablonka,Richard-Willstätter-Straße,15,72218,Wildberg (Schwarzwald),Deutschland,22K967229057,SKJV58767721,2021-07-14,665183124,DE643783195,1,737K8OK,NOTEBOOK HP ELITEBOOK 840 G1 INTEL CORE i7-4600U 2x 2.1GHz 4GB RAM 500GB HDD,NOTEBOOK HP ELITEBOOK,553494660,2021-07-23,SSW4ZH2Y59,WAI60272O0,75.6218487394958,75.6218487394958,0.0,75.6218487394958,14.368151260504202,89.99000000000001,3328626
Ute,Haberkamp,Ekkehardstraße,25,69514,Laudenbach (Bergstraße),Deutschland,56X820652113,PBZT68189138,2021-07-26,680742400,DE212630405,1,534Y3JK,MSI Katana GF76 11UE-058 Notebook 17.3 Zoll 1TB SSD Full HD Intel Core i7 B-WARE,GF76 11UE-058 Notebook 17.3 Zoll 1TB SSD Full HD Intel Core i7 B,216714768,2021-08-04,YDH0AB0J81,GAI67336J2,1.6722689075630253,1.6722689075630253,0.0,1.6722689075630253,0.3177310924369748,1.99,3032179
Jen,Dämmer,Hauptweg,1,69429,Waldbrunn (Odenwald),Deutschland,41O99686495,IRPH30379931,2021-07-05,792434227,DE450635472,2,242L9BB,Neues AngebotMICROSOFT Surface Laptop 4 13.5 Zoll Touchscreen Intel Core i7 512 GB SSD B-WARE,MICROSOFT Surface Laptop 4 13.5 Zoll Touchscreen Intel Core i7 512 GB SSD B,732374360,2021-07-13,CEV8UO8G78,CAH52971T6,27.722689075630257,55.44537815126051,0.0,55.44537815126051,10.534621848739498,65.98000000000002,3154480
Ibrahim,Pacini,Felsenfest,26,72813,Sankt Johann (Württemberg),Deutschland,31Q121926384,TXGW73436139,2021-06-28,368160262,DE530060840,1,228B8KF,WOW NOTEBOOK 15 ZOLL LENOVO V15-IIL - CORE i5 - 8GB RAM - 256GB SSD - WINDOWS 10,WOW NOTEBOOK 15 ZOLL,694246485,2021-06-29,EXE1FJ6N69,WMF27486T3,42.00840336134454,42.00840336134454,3.99,45.99840336134454,8.739696638655463,54.7381,2744766
Remigius,Iger,Vogelbeerstraße,25,72147,Nehren (Württemberg),Deutschland,85Y433941562,POVB86182115,2021-07-23,616549380,DE892082579,1,618G8EK,NOTEBOOK  17 ZOLL ASUS K712 INTEL CORE i3 SSD WINDOWS 11 PRO OFFICE 2019 PRO,ASUS K712 INTEL CORE i3 SSD WINDOWS 11 PRO OFFICE 2019 PRO,929523036,2021-07-30,YSU5GK3O57,OCX21294R8,3.3529411764705888,3.3529411764705888,0.0,3.3529411764705888,0.6370588235294119,3.9900000000000007,999436
Mathilda,Oberlerchner,Glienicker Weg,9,72417,Jungingen,Deutschland,39N957995525,SXZY31712601,2021-06-08,822446636,DE851030265,1,852I0RI,"Lenovo IdeaPad 3 82H700AJGE - 14"" FHD IPS. Intel i5-1135G7. 8GB RAM. 256GB",Lenovo IdeaPad 3 82H,935706022,2021-06-09,ACU1ZX4O87,KDA27294P8,25.201680672268907,25.201680672268907,0.0,25.201680672268907,4.7883193277310925,29.99,9916049
Jarne,Padua,Bahnhofstraße,84,72361,Hausen am Tann,Deutschland,76V108764763,OVVN27733735,2021-05-01,610302433,DE442425980,1,68W9SQ,HP omnibook XE3 als Ersatzteil/Defekt Nr. 48,HP omnibook XE,341664741,2021-05-05,VGV0XT9M86,SMN39364G3,14.277310924369747,14.277310924369747,0.0,14.277310924369747,2.712689075630252,16.99,2494798
Yvonne,Iberer,Hoffmannstraße,23,71254,Ditzingen,Deutschland,88S24470728,INII14190509,2021-10-30,984299467,DE890547457,1,548Y1KB,"HP 255 G7 214L9ES 15.6"" FHD. AMD Athlon 3050U Dual-Core. 8GB RAM. 256GB SSD.",HP 255 G7 214L,51517949,2021-11-06,MQC0HD8G74,QYT74284X9,100.83193277310924,100.83193277310924,0.0,100.83193277310924,19.158067226890758,119.99000000000001,4915251
Joel,Gaberle,Forsthausallee,6,72355,Schömberg (Zollernalbkreis),Deutschland,86Y804576406,JCJX52079971,2021-07-16,926800844,DE931883881,2,699Y6AW,xeron B750 Nr.123 als Ersatzteil/Defekt,xeron B750 Nr,833316029,2021-07-20,AQY0GO1J73,QJB73679W0,3.3529411764705888,6.7058823529411775,0.0,6.7058823529411775,1.2741176470588238,7.980000000000001,5296907
Caroline,Kaczorowski,Ernst-Lau-Straße,2,69250,Schönau (Odenwald),Deutschland,24Z522557534,LYMN76035699,2021-11-06,215874470,DE856172332,1,868U5DV,"HP G7 15.6"" Notebook AMD 8GB 256GB SSD Full HD DVD-RW Win10 Pro Offcie W-Lan","HP G7 15.6"" Notebook AMD",18020719,2021-11-10,PWJ2HP1D70,YUY70415F1,3.941176470588236,3.941176470588236,0.0,3.941176470588236,0.7488235294117649,4.690000000000001,8191338
Levi,Quadri,Neltestraße,61,72514,Inzigkofen,Deutschland,5E681573119,VZFO18173933,2021-02-26,301589153,DE977928341,2,633Z6BR,Neues AngebotHP 17-CN0365NG Notebook. 17.3 Zoll. i7. 8GB RAM. 512GB SSD. Intel Iris Xe Grafik,Neues AngebotHP 17-CN0365NG Notebook.,532300614,2021-02-26,PEV2BQ6J41,TAJ83149N2,42.00840336134454,84.01680672268908,2.99,87.00680672268908,16.531293277310926,103.5381,7183009
Gabi,Dabernig,Chris-Gueffroy-Allee,84,68535,Edingen-Neckarhausen,Deutschland,66L296918208,JSGK62572015,2021-06-25,603240832,DE148290842,1,666P8QK,Apple MacBook Air (M1. 2020) MGN93D/A Silber Apple M1 Chip mit 8-Core CPU. 8GB,Book Air MGN93D/A Silber Apple M1 Chip mit 8,160614610,2021-07-04,JKG7FZ1U66,DQP88521U5,1.6722689075630253,1.6722689075630253,1.0,2.6722689075630255,0.5077310924369749,3.1800000000000006,7897434
Adrian,Labusch,Hauptweg,48,71573,Allmersbach im Tal,Deutschland,13B200150609,XUWQ29578681,2021-03-31,548504338,DE469880816,1,508C4OK,Neues AngebotAcer Aspire ES1-512  gebraucht 15.5 Zoll 256GB SSD 8GB Ram,Neues AngebotAcer Aspire,459491340,2021-04-06,UDC9NM4K23,OVH64241J9,1.6722689075630253,1.6722689075630253,1.5,3.1722689075630255,0.6027310924369749,3.7750000000000004,2587825
Bela,Baci,Altheider Straße,6,72365,Ratshausen,Deutschland,14T674977173,ZOBY51358018,2021-04-26,677883520,DE660670910,1,89Z0BD,Schenker XMG Neo 15 2021 Ryzen 7 5800H RTX 3070 140W TGP 512GB Notebook,Schenker XMG Neo 15,922585225,2021-04-29,UBM9MD9A6,NOV23387S2,2.512605042016807,2.512605042016807,0.0,2.512605042016807,0.47739495798319337,2.9900000000000007,1074177
